key,gmods,col,stat,mpkey,code,section,crn,title,yc_attrs,ci_attrs,description,hours,regnotes,rp_attr,instructordetail_html,meeting_html,final_exam,resources,last_updated,srcdb
1467,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,2100,GLBL 336,01,12487,Political Economy of Poverty Alleviation,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Global Affairs: Development,<p>Overview of classic and contemporary approaches to the question of why some countries have done better than others at reducing poverty. Emphasis on the role of politics.</p>,1,,,"<div class=""instructor-detail"">Ana De La O</div>","<div class=""meet"">F 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1468,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2095,GLBL 376,01,12648,"Asia Now: Human Rights, Globalization, Cultural Conflicts",This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Social Sciences</li></ul>,,"<p>This course examines contemporary and global issues in Asia (east, southeast, northeast, south), in a historical and interdisciplinary context, that include international law, policy debates, cultural issues, security, military history, media, science and technology, and cyber warfare. Course is co-taught with a guest professor.</p>",1,,,"<div class=""instructor-detail"">Jing Tsu</div>","<div class=""meet"">Th 1:30pm-3:20pm<span class=""meet-room-201803""> in WLH 011</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1469,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,2042,GLBL 386,01,11234,The Politics of Human Rights Law,This course can be applied towards the following Yale College distributional requirements: <ul><li>Social Sciences</li><li>Writing</li></ul>,YC Global Affairs: Security,"<p>The effects of international efforts to promote respect for human rights. Analysis of policy tools used by states, international organizations, and nongovernmental organizations to promote human rights work, including advocacy, law, sanctions, trade, aid, justice mechanisms, and diplomacy. Focus on issues such as genocide, torture, women's rights, children's rights, and civil and political rights.</p>",1,,,"<div class=""instructor-detail"">Thania Sanchez</div>","<div class=""meet"">W 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1470,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2108,GLBL 387,01,12555,Insurgency and Counterinsurgency,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,,"<p style=""margin-left:5.0pt"">This course examines the dynamics of insurgency (a distinct variant of guerrilla warfare) and counterinsurgency (the government response), and has been crafted with America’s recent and current involvement in both Afghanistan and Iraq in mind. This course seeks to acquaint students with the nature, dimensions, and history of insurgency and counterinsurgency both past and present and establish a solid foundation upon which expertise and analytical capabilities can be developed for future application. The course also considers a wide range of questions to provide students with a deeper understanding of the evolution of insurgent strategy and tactics over time and the development of government counterinsurgency doctrine. Questions include: What is insurgency and how does it differ from guerrilla warfare and terrorism? Why and how do insurgencies develop? How have strategies and tactics of insurgents changed over time? Who are the foremost ideological and doctrinal proponents of insurgency and why? Who are the foremost counterinsurgency practitioner-theorists? Why does insurgency succeed or fail? How can insurgency best be fought? Why the wheel is seemingly always “reinvented” in counterinsurgency? Finally, the course aims to analyze both the effectiveness of insurgency as a means to achieve political change and the challenges faced by the liberal democratic state in responding to insurgent campaigns and challenges.</p>",1,,,"<div class=""instructor-detail"">Isaiah Wilson</div>","<div class=""meet"">F 9:25am-11:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1471,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2211,GLBL 388,01,11235,The Politics of American Foreign Policy,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Global Affairs: Security,"<p>This seminar addresses the domestic political considerations that have affected American foreign policy in the post-World War II world. The goals of the course are to (1) give historical context to the formation of major existing global governance structures, (2) give students an opportunity to research how major foreign policy decisions in the past were influenced by contemporary political pressure, and (3) assess what effect those pressures have had on today’s global issues. Case studies include, but are not limited to: Truman and the Marshall Plan; Johnson and the Vietnam War; Nixon and the opening of China; Reagan and the collapse of the Soviet Union, George HW Bush and Iraq, Clinton and the Balkans, and Obama and the development of a multipolar foreign policy for a multipolar world.</p>",1,"Important Note - Shopping Period: Friday, August 31st class will not meet. Instead, you may choose to attend GLBL 388 either on Wednesday, August 29th  at Noon - 1:50pm or Thursday, August 30th  at noon – 1:50pm. Classroom: GM room of Horchow Hall. Lunch will be provided. 
",,"<div class=""instructor-detail"">Howard Dean</div>","<div class=""meet"">M 7pm-8:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1472,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,H,M,6,9,D,X,U",YC,A,2035,GLBL 392,01,11236,"Intelligence, Espionage, and American Foreign Policy",,YC Global Affairs: Security,"<p>The discipline, theory, and practice of intelligence; the relationship of intelligence to American foreign policy and national security decision-making. Study of the tools available to analyze international affairs and to communicate that analysis to senior policymakers. Case studies of intelligence successes and failures from World War II to the present.</p>",1,,,"<div class=""instructor-detail"">Edward Wittenstein</div>","<div class=""meet"">TTh 1pm-2:15pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1473,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2042,GLBL 393,01,11237,"Humanitarian Interventions: Ethics, Politics, and Health",This course can be applied towards the following Yale College distributional requirements: <ul><li>Social Sciences</li><li>Writing</li></ul>,,"<p>Analysis of humanitarian interventions from a variety of social science disciplinary perspectives. Issues related to policy, legal protection, health care, morality, and governance in relation to the moral imperative to save lives in conditions of extreme adversity. Promotion of dialogue between social scientists and humanitarian practitioners.</p>",1,,,"<div class=""instructor-detail"">Catherine Panter-Brick</div>","<div class=""meet"">W 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1474,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2072,GLBL 460,01,11239,Turning Points in American Foreign Policy,,,"<p>Examination of American policy decisions and strategies from the founding of the republic to modern day. Topics include American engagement with France and Britain during the American Revolution; post-WWII construction of the modern international order; the breakdown of the Communist system; and the failed states in Yugoslavia and Syria; as well as Americaâ€™s responses to the current challenges of modern world order, emerging multipolarism, and climate change.</p>",1,,,"<div class=""instructor-detail"">Robert Ford</div>","<div class=""meet"">T 9:25am-11:15am</div>
<div class=""meet"">HTBA</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1475,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2063,GLBL 499,01,11240,Senior Capstone Project,,,"<p>Students work in small task-force groups and complete a one-term public policy project under the guidance of a faculty member. Clients for the projects are drawn from government agencies, nongovernmental organizations and nonprofit groups, and private sector organizations in the United States and abroad. Projects and clients vary from year to year.</p>
<p>Fulfills the capstone project requirement for the Global Affairs major.</p>",1,,,"<div class=""instructor-detail"">Elaine Dezenski</div>","<div class=""meet"">T 3:30pm-5:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1476,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2051,GLBL 499,02,11241,Senior Capstone Project,,,"<p>Students work in small task-force groups and complete a one-term public policy project under the guidance of a faculty member. Clients for the projects are drawn from government agencies, nongovernmental organizations and nonprofit groups, and private sector organizations in the United States and abroad. Projects and clients vary from year to year.</p>
<p>Fulfills the capstone project requirement for the Global Affairs major.</p>",1,,,"<div class=""instructor-detail"">William King</div>","<div class=""meet"">W 9:25am-11:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1477,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2211,GLBL 499,03,11242,Senior Capstone Project,,,"<p>Students work in small task-force groups and complete a one-term public policy project under the guidance of a faculty member. Clients for the projects are drawn from government agencies, nongovernmental organizations and nonprofit groups, and private sector organizations in the United States and abroad. Projects and clients vary from year to year.</p>
<p>Fulfills the capstone project requirement for the Global Affairs major.</p>",1,,,,"<div class=""meet"">M 7pm-8:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1478,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2108,GLBL 499,04,11243,Senior Capstone Project,,,"<p>Students work in small task-force groups and complete a one-term public policy project under the guidance of a faculty member. Clients for the projects are drawn from government agencies, nongovernmental organizations and nonprofit groups, and private sector organizations in the United States and abroad. Projects and clients vary from year to year.</p>
<p>Fulfills the capstone project requirement for the Global Affairs major.</p>",1,,,"<div class=""instructor-detail"">Julie O'Brien</div>","<div class=""meet"">F 9:25am-11:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1479,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2095,GLBL 499,05,11244,Senior Capstone Project,,,"<p>Students work in small task-force groups and complete a one-term public policy project under the guidance of a faculty member. Clients for the projects are drawn from government agencies, nongovernmental organizations and nonprofit groups, and private sector organizations in the United States and abroad. Projects and clients vary from year to year.</p>
<p>Fulfills the capstone project requirement for the Global Affairs major.</p>",1,,,"<div class=""instructor-detail"">Robert Hecht</div>","<div class=""meet"">Th 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1480,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2236,GLBL 499,06,11245,Senior Capstone Project,,,"<p>Students work in small task-force groups and complete a one-term public policy project under the guidance of a faculty member. Clients for the projects are drawn from government agencies, nongovernmental organizations and nonprofit groups, and private sector organizations in the United States and abroad. Projects and clients vary from year to year.</p>
<p>Fulfills the capstone project requirement for the Global Affairs major.</p>",1,,,,"<div class=""meet"">T 4pm-5:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1481,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2058,GLBL 499,07,11246,Senior Capstone Project,,,"<p>Students work in small task-force groups and complete a one-term public policy project under the guidance of a faculty member. Clients for the projects are drawn from government agencies, nongovernmental organizations and nonprofit groups, and private sector organizations in the United States and abroad. Projects and clients vary from year to year.</p>
<p>Fulfills the capstone project requirement for the Global Affairs major.</p>",1,,,"<div class=""instructor-detail"">Catherine Tejeda</div>","<div class=""meet"">M 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1515,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2021,GMAN 100,01,11196,German for Reading,,,"<p>Students learn the skills with which to read German-language texts of any difficulty with some fluency. Study of syntax and grammar; practice in close reading and translation of fiction and expository prose in the humanities and sciences.</p>
<p class=""prerequisites"">Conducted in English. Does not satisfy the language distributional requirement.</p>",1,,,"<div class=""instructor-detail"">Marion Gehlker</div>","<div class=""meet"">TTh 11:35am-12:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1516,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2095,GMAN 102,01,11197,Reading Yiddish,,,"<p>This course is designed to build literacy in Yiddish, the vernacular of Ashkenazi Jewry. With focus on the accelerated treatment of Yiddish grammar, regularly supplemented with simple primary texts (poems, songs, folktales), and followed by close readings of (modern) Yiddish literature, students will be able to navigate most Yiddish texts with the aid of a dictionary. May not be taken concurrently with elementary or intermediate German.</p>",1,,,"<div class=""instructor-detail"">Joshua Price</div>","<div class=""meet"">Th 1:30pm-3:20pm</div>
<div class=""meet"">HTBA</div>",HTBA,"<a href=""#"" role=""button"" class=""btn"" id=""course_eval_button""data-crn=""11197"" data-srcdb=""201803"" data-action=""login,course-evals"" >COURSE EVALUATIONS</a><a title=""Opens in a new window."" role=""button"" class=""btn"" href=""https://yale.instructure.com/courses/40127/assignments/syllabus"" target=""_blank"">SYLLABUS</a><form name=""orderBooks"" class=""book-form"" method=""post"" action=""https://secure.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-999-_-1-_-A"" target=""_blank""><input type=""hidden"" name=""catalogId"" value=""10001"" /><input type=""hidden"" name=""storeId"" value=""16556"" /><input type=""hidden"" name=""termMapping"" value=""N"" /><input type=""hidden"" name=""courseXml"" value='<?xml version=""1.0"" encoding=""UTF-8""?><textbookorder><courses><course dept=""GMAN"" num=""102"" sect=""1"" term=""F18"" /></courses></textbookorder>'/><input type=""submit"" value=""BUY BOOKS"" role=""button"" class=""btn"" ></form>",Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1517,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,GMAN 110,01,11199,Elementary German I,This course can be applied towards the <i>Language (1)</i> Yale College distributional requirement.,,"<p>A beginning content- and task-based course that focuses on the acquisition of spoken and written communication skills, as well as on the development of cultural awareness and of foundations in grammar and vocabulary. Topics such as school, family life, and housing. Course materials include a variety of authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">To be followed by <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Enrollment limited to 14 per section. Credit only on completion of <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,,"<div class=""meet"">MTWThF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1518,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,H,M,6,9,X,U",YC,A,2025,GMAN 110,02,11200,Elementary German I,This course can be applied towards the <i>Language (1)</i> Yale College distributional requirement.,,"<p>A beginning content- and task-based course that focuses on the acquisition of spoken and written communication skills, as well as on the development of cultural awareness and of foundations in grammar and vocabulary. Topics such as school, family life, and housing. Course materials include a variety of authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">To be followed by <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Enrollment limited to 14 per section. Credit only on completion of <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,,"<div class=""meet"">MTWThF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1519,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,GMAN 110,03,11201,Elementary German I,This course can be applied towards the <i>Language (1)</i> Yale College distributional requirement.,,"<p>A beginning content- and task-based course that focuses on the acquisition of spoken and written communication skills, as well as on the development of cultural awareness and of foundations in grammar and vocabulary. Topics such as school, family life, and housing. Course materials include a variety of authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">To be followed by <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Enrollment limited to 14 per section. Credit only on completion of <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,"<div class=""instructor-detail"">Theresa Schenker</div>","<div class=""meet"">MTWThF 10:30am-11:20am<span class=""meet-room-201803""> in WLH 013</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1520,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,GMAN 110,04,11202,Elementary German I,This course can be applied towards the <i>Language (1)</i> Yale College distributional requirement.,,"<p>A beginning content- and task-based course that focuses on the acquisition of spoken and written communication skills, as well as on the development of cultural awareness and of foundations in grammar and vocabulary. Topics such as school, family life, and housing. Course materials include a variety of authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">To be followed by <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Enrollment limited to 14 per section. Credit only on completion of <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,,"<div class=""meet"">MTWThF 10:30am-11:20am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1521,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,H,M,6,9,X,U",YC,A,2023,GMAN 110,05,11203,Elementary German I,This course can be applied towards the <i>Language (1)</i> Yale College distributional requirement.,,"<p>A beginning content- and task-based course that focuses on the acquisition of spoken and written communication skills, as well as on the development of cultural awareness and of foundations in grammar and vocabulary. Topics such as school, family life, and housing. Course materials include a variety of authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">To be followed by <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Enrollment limited to 14 per section. Credit only on completion of <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,,"<div class=""meet"">MTWThF 11:35am-12:25pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1522,"Y,1,A,Q,F,C,2,3,7,4,G,W,L,8,Z,5,H,M,6,9,X,U",YC,A,2024,GMAN 120,01,11204,Elementary German II,This course can be applied towards the <i>Language (2)</i> Yale College distributional requirement.,,"<p>Continuation of <a href=""/search/?p=GMAN%20110"" data-action=""result-detail"" data-group=""code:GMAN 110"" >GMAN 110</a>. A content- and task-based course that focuses on the acquisition of communicative competence in speaking and writing and on the development of strong cultural awareness. Topics such as multiculturalism, food, childhood, and travel; units on Switzerland and Austria. Course materials include a variety of authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">To be followed by <a href=""/search/?p=GMAN%20130"" data-action=""result-detail"" data-group=""code:GMAN 130"" >GMAN 130</a>. Enrollment limited to 14 per section. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,,"<div class=""meet"">MTWThF 10:30am-11:20am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1523,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,X,U",YC,A,2078,GMAN 125,01,11205,Intensive German I,This course can be applied towards the following Yale College distributional requirements: <ul><li>Language (1)</li><li>Language (2)</li></ul>,,"<p>Intensive training in speaking, reading, writing, and comprehending the language. Focus on the mastery of formal grammar.</p>
<p class=""prerequisites"">For beginning students of superior linguistic ability.</p>",2,,,"<div class=""instructor-detail"">Lieselotte Sippel</div>","<div class=""meet"">MTWThF 9:25am-11:15am<span class=""meet-room-201803""> in WTS A32</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1524,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2025,GMAN 130,01,11206,Intermediate German I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Builds on and expands knowledge acquired in <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. A content- and task-based course that helps students improve their oral and written linguistic skills and their cultural awareness through a variety of materials related to German literature, culture, history, and politics. Course materials include authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">After <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a> or according to placement examination. Followed by <a href=""/search/?p=GMAN%20140"" data-action=""result-detail"" data-group=""code:GMAN 140"" >GMAN 140</a>. Enrollment limited to 14 per section. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,"<div class=""instructor-detail"">Thorsten Wilhelm</div>","<div class=""meet"">MTWThF 9:25am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1525,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2024,GMAN 130,02,11207,Intermediate German I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Builds on and expands knowledge acquired in <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. A content- and task-based course that helps students improve their oral and written linguistic skills and their cultural awareness through a variety of materials related to German literature, culture, history, and politics. Course materials include authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">After <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a> or according to placement examination. Followed by <a href=""/search/?p=GMAN%20140"" data-action=""result-detail"" data-group=""code:GMAN 140"" >GMAN 140</a>. Enrollment limited to 14 per section. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,,"<div class=""meet"">MTWThF 10:30am-11:20am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1526,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2023,GMAN 130,03,11208,Intermediate German I,This course can be applied towards the <i>Language (3)</i> Yale College distributional requirement.,,"<p>Builds on and expands knowledge acquired in <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a>. A content- and task-based course that helps students improve their oral and written linguistic skills and their cultural awareness through a variety of materials related to German literature, culture, history, and politics. Course materials include authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">After <a href=""/search/?p=GMAN%20120"" data-action=""result-detail"" data-group=""code:GMAN 120"" >GMAN 120</a> or according to placement examination. Followed by <a href=""/search/?p=GMAN%20140"" data-action=""result-detail"" data-group=""code:GMAN 140"" >GMAN 140</a>. Enrollment limited to 14 per section. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,"<div class=""instructor-detail"">Lieselotte Sippel</div>","<div class=""meet"">MTWThF 11:35am-12:25pm<span class=""meet-room-201803""> in WTS A32</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1527,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2024,GMAN 140,01,11209,Intermediate German II,This course can be applied towards the <i>Langauge (4)</i> Yale College distributional requirement.,,"<p>Builds on and expands knowledge acquired in <a href=""/search/?p=GMAN%20130"" data-action=""result-detail"" data-group=""code:GMAN 130"" >GMAN 130</a>. A content- and task-based course that helps students improve their oral and written linguistic skills and their cultural awareness through a variety of materials related to German literature, culture, history, and politics. Course materials include authentic readings, a feature film, and shorter video clips. Tutors are available for extra help.</p>
<p class=""prerequisites"">After <a href=""/search/?p=GMAN%20130"" data-action=""result-detail"" data-group=""code:GMAN 130"" >GMAN 130</a> or according to placement examination. Normally followed by <a href=""/search/?p=GMAN%20150"" data-action=""result-detail"" data-group=""code:GMAN 150"" >GMAN 150</a> or, with permission of the director of undergraduate studies, by <a href=""/search/?p=GMAN%20171"" data-action=""result-detail"" data-group=""code:GMAN 171""  class=""notoffered"">GMAN 171</a>. Enrollment limited to 14 per section. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1.5,,,,"<div class=""meet"">MTWThF 10:30am-11:20am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
1528,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,H,M,6,9,D,X,I,U",YC,A,2052,GMAN 150,01,11210,"Advanced German, Contemporary Germany",This course can be applied towards the <i>Language (5)</i> Yale College distributional requirement.,,"<p style=""margin-left:52.5pt"">An advanced language and culture course focusing on contemporary Germany. Analysis and discussion of current events in Germany and Europe through the lens of German media, including newspapers, books, TV, film radio, and modern electronic media formats. Focus on oral and written production to achieve advanced linguistic skills.</p>
<p class=""prerequisites"">After <a href=""/search/?p=GMAN%20140"" data-action=""result-detail"" data-group=""code:GMAN 140"" >GMAN 140</a> or <a href=""/search/?p=GMAN%20145"" data-action=""result-detail"" data-group=""code:GMAN 145""  class=""notoffered"">145</a>. For entering students with a score of 5 on the German Advanced Placement test, or according to results of the placement examination. Students must preregister through Preference Selection during the online preregistration period. Details and a link to Preference Selection are provided on the German department Web site at <a href=""http://german.yale.edu"" target=""_blank"">http://german.yale.edu</a>.</p>",1,,,"<div class=""instructor-detail"">Marion Gehlker</div>","<div class=""meet"">MW 11:35am-12:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
